text,text_en,cmp_code,eu_code,party,domain
Dieser muss auch weiterhin frei von politischen Einflussnahmen bleiben und möglichst zügig durchgeführt werden.,This process must remain free from political influence and be carried out as quickly as possible.,202.1,,SSW,Non-coded
"Wir werden den gesamtgesellschaftlichen Prozess der Endlagersuche konstruktiv begleiten, denn dieses Problem können wir nur gemeinsam lösen.","We will constructively support the process of finding a final repository for society as a whole, because we can only solve this problem together.",202.1,,SSW,Non-coded
"Wir wollen eine Endlagersuche nach wissenschaftlichen Kriterien, die nur solche Standorte in Betracht zieht, die entsprechend geeignete geologische Voraussetzungen bieten.",We want a repository search based on scientific criteria that only considers sites that offer suitable geological conditions.,411,,SSW,Economy
"Wir wollen, dass neben geologischen Voraussetzungen auch andere Kriterien berücksichtigt werden, die einen solchen Standort über Jahrhunderte als sicher gelten lassen (z. B. Erdbeben, Vulkane und Überschwemmungen).","We want other criteria to be taken into account in addition to geological conditions that would make such a site safe for centuries (e.g. earthquakes, volcanoes and floods).",416.2,,SSW,Non-coded
"Wir wollen, dass die Verfahren und Untersuchungen transparent und nachvollziehbar sind.",We want the procedures and investigations to be transparent and comprehensible.,202.1,,SSW,Non-coded
Hierzu gehört eine umfassende Information und Beteiligung der Bürger:innen.,This includes comprehensive information and participation of citizens.,202.1,,SSW,Non-coded
"Wir wollen, dass eine Rückholung des Atomabfalls auch in ferner Zukunft möglich bleibt.",We want it to remain possible to retrieve nuclear waste in the distant future.,501,,SSW,Welfare & Quality
Die Wirtschaftskrise meistern: Starke Unternehmen und gute Arbeit in allen Regionen des Landes,Overcoming the economic crisis: strong companies and good jobs in all regions of the country,H,,SSW,Non-coded
Unsere Wirtschaft steht vor großen Herausforderungen: Die digitale Transformation verändert die Wirtschafts- und Arbeitswelt grundlegend.,Our economy is facing major challenges: The digital transformation is fundamentally changing the world of business and work.,411,,SSW,Economy
Auch der konsequente Schutz des Klimas verlangt gravierende Veränderungen.,The consistent protection of the climate also requires serious changes.,501,,SSW,Welfare & Quality
Gleichzeitig erschwert der demografische Wandel die Gewinnung von Fachkräften,"At the same time, demographic change is making it more difficult to recruit skilled workers",701,,SSW,Social Groups
und fordert die sozialen Sicherungssysteme.,and is putting pressure on social security systems.,504,,SSW,Welfare & Quality
"Darum setzen wir uns für gute Rahmenbedingungen für Unternehmen und Beschäftigte ein, in denen alle Menschen von ihrer Arbeit gut und sicher leben können.",That is why we are committed to creating good framework conditions for companies and employees in which everyone can make a good and secure living from their work.,701,,SSW,Social Groups
"Eine verlässliche Wirtschaftspolitik ist entscheidend für ein stabiles wirtschaftliches Umfeld, das Sicherheit für Unternehmen",A reliable economic policy is crucial for a stable economic environment that provides security for companies and employees.,402,,SSW,Economy
und Bürger:innen bietet.,and citizens.,403,,SSW,Economy
"Angesichts des Klimawandels ist es unerlässlich, dass die Wirtschaftspolitik proaktiv und nachhaltig gestaltet wird, um ökologische, soziale und ökonomische Ziele zu verbinden.","In the face of climate change, it is essential that economic policy is proactive and sustainable in order to combine environmental, social and economic goals.",416.2,,SSW,Non-coded
"Nur durch eine konsequente Ausrichtung auf Nachhaltigkeit können wir eine zukunftsfähige Wirtschaft schaffen, die den Bedürfnissen heutiger und zukünftiger Generationen gerecht wird.",Only through a consistent focus on sustainability can we create a future-proof economy that meets the needs of current and future generations.,416.2,,SSW,Non-coded
Dies erfordert Mut zur Veränderung und die Zusammenarbeit aller gesellschaftlichen Akteur:innen.,This requires the courage to change and the cooperation of all stakeholders in society.,416.2,,SSW,Non-coded
"Die Politik muss dazu klare, langfristige Ziele setzen, die über kurze Wahlzyklen hinausgehen.","Politicians must set clear, long-term goals that go beyond short election cycles.",404,,SSW,Economy
Dies umfasst verbindliche Klimaziele,This includes binding climate targets,501,,SSW,Welfare & Quality
und Investitionen in nachhaltige Technologien.,and investments in sustainable technologies.,416.2,,SSW,Non-coded
Politische Entscheidungen sollten auf wissenschaftlichen Erkenntnissen basieren und nicht von kurzfristigen politischen Interessen beeinflusst werden.,Political decisions should be based on scientific findings and not be influenced by short-term political interests.,202.1,,SSW,Non-coded
"Dies erfordert eine enge Zusammenarbeit zwischen Wissenschaft, Wirtschaft und Politik.","This requires close cooperation between science, business and politics.",411,,SSW,Economy
Das werteorientierte Modell der Gemeinwohl-Ökonomie (GWÖ) kann einen Handlungsrahmen für eine nachhaltige Wirtschaftstransformation bieten.,The value-oriented model of the Economy for the Common Good (ECG) can provide a framework for action for a sustainable economic transformation.,416.2,,SSW,Non-coded
"Hier stehen ethische Werte wie Menschenwürde,","Here, ethical values such as human dignity,",201.2,,SSW,Non-coded
Solidarität,solidarity,606.1,,SSW,Non-coded
"und soziale Gerechtigkeit,","and social justice,",503,,SSW,Welfare & Quality
ökologische Nachhaltigkeit,ecological sustainability,416.2,,SSW,Non-coded
"sowie Transparenz und Mitbestimmung im Mittelpunkt eines Wirtschaftens, das weit über klassische Nachhaltigkeits-Standards hinausgeht.",as well as transparency and co-determination are at the heart of economic activity that goes far beyond traditional sustainability standards.,202.1,,SSW,Non-coded
Die schleswig-holsteinische Wirtschaft ist geprägt von ihren kleinen und mittleren Unternehmen.,Schleswig-Holstein's economy is characterized by its small and medium-sized enterprises.,402,,SSW,Economy
"Dies ist eine Stärke, denn diese Unternehmen sind besonders flexibel, innovativ und spezialisiert und damit oft krisenfester als Großunternehmen.","This is a strength, as these companies are particularly flexible, innovative and specialized and therefore often more crisis-resistant than large companies.",402,,SSW,Economy
Darin wollen wir sie weiter unterstützen.,We want to continue to support them in this.,402,,SSW,Economy
"In den Erneuerbaren Energien,","in renewable energies,",416.2,,SSW,Non-coded
"der maritimen Wirtschaft,","the maritime industry,",411,,SSW,Economy
der modernen Medizintechnik,modern medical technology,411,,SSW,Economy
"und der Gesundheitswirtschaft,","and the healthcare industry, as well as in",504,,SSW,Welfare & Quality
aber auch in der Ernährungswirtschaft,the food industry,703.1,,SSW,Non-coded
und im Tourismus liegen die Stärken des Landes.,and tourism are the country's strengths.,410,,SSW,Economy
Wir wollen hier noch bessere Rahmenbedingungen schaffen und die Unternehmen und Betriebe tatkräftig unterstützen.,We want to create even better framework conditions here and actively support companies and businesses.,402,,SSW,Economy
Der Wirtschaftsstandort Schleswig-Holstein hat großes Potenzial: Die geografische Nähe zur Metropole Hamburg und die Verbindungen in den Nord- und Ostseeraum bieten hervorragende Möglichkeiten.,Schleswig-Holstein has great potential as a business location: its geographical proximity to the metropolis of Hamburg and its connections to the North Sea and Baltic Sea regions offer outstanding opportunities.,410,,SSW,Economy
Unser Land ist Dreh- und Angelpunkt für wirtschaftliche Verbindungen in alle Himmelsrichtungen.,Our state is the hub for economic connections in all directions.,410,,SSW,Economy
Wir wollen die gute Nachbarschaft zu den nordischen Ländern vertiefen.,We want to deepen our good neighborly relations with the Nordic countries.,107,,SSW,External Relations
"Gerade in Bereichen, die beim Klimaschutz eine Rolle spielen – Produktion Erneuerbarer Energien, Energiespeicherung, Energieeffizienz, regionale Lebensmittelproduktion oder Ökolandwirtschaft – bieten sich viele Möglichkeiten der wirtschaftlichen Zusammenarbeit.","Especially in areas that play a role in climate protection - the production of renewable energies, energy storage, energy efficiency, regional food production or organic farming - there are many opportunities for economic cooperation.",416.2,,SSW,Non-coded
"Wir wollen, dass die Wirtschaftspolitik wieder zuverlässig wird.",We want economic policy to become reliable again.,402,,SSW,Economy
"Die Entscheidungen müssen verlässlich sein, Förderregelungen grundsätzlich längerfristig angelegt sein.",Decisions must be reliable and funding regulations must be designed for the long term.,402,,SSW,Economy
Wir wollen mehr Transparenz in Politik und Verwaltung.,We want more transparency in politics and administration.,202.1,,SSW,Non-coded
"Insbesondere bei Beschaffungen, Subventionen und Förderungen muss das staatliche Handeln nachvollziehbar sein und verständlich dargestellt werden.","Government action must be comprehensible and clearly presented, especially when it comes to procurement, subsidies and funding.",202.1,,SSW,Non-coded
"Wir wollen bei Änderungen von Besteuerungen und Förderungen finanzielle Nachteile für Unternehmen oder Privatpersonen verhindern, die im Vertrauen auf Zusagen des Staates investiert haben.",We want to prevent financial disadvantages for companies or private individuals who have invested in reliance on government promises when changes are made to taxation and subsidies.,402,,SSW,Economy
"Wir wollen, dass die Besteuerung von „Sonderzonen“ (z. B. Hebesätze in interkommunalen Gewerbegebieten) flexibler gehandhabt werden kann.","We want the taxation of ""special zones"" (e.g. assessment rates in inter-municipal business parks) to be handled more flexibly.",402,,SSW,Economy
Wir wollen die Umsatzsteuer auf Speisen beim Vor-Ort-Verzehr in der Gastronomie dauerhaft auf 7 % senken.,We want to permanently reduce VAT on food consumed on site in restaurants to 7%.,402,,SSW,Economy
Wir fordern eine Reform des Umsatzsteuerrechts für eine größere Einheitlichkeit.,We are calling for a reform of VAT law to achieve greater uniformity.,303,,SSW,Political System
Wir wollen Freibeträge für Unternehmensgründer:innen.,We want tax-free allowances for company founders.,402,,SSW,Economy
"Wir wollen, dass bei der Vergabe von Subventionen auch soziale Komponenten und soziale Leistungen der Unternehmen betrachtet werden.",We want social components and social benefits of companies to be taken into account when awarding subsidies.,403,,SSW,Economy
"Unternehmen, welche die Einrichtung von Betriebsräten bekämpfen oder behindern, kommen für Subventionen nicht in Betracht.",Companies that fight against or hinder the establishment of works councils are not eligible for subsidies.,701,,SSW,Social Groups
